price,price_sqft,bhk,location,total_sqft,floor_num
1.65,4800,4,"Super Shaligram, Gota Ahmedabad",1963,9
1.36,5144,3,"Super Shaligram, Gota Ahmedabad",1445,10
1.32,5000,3,"Super Shaligram, Gota Ahmedabad",1500,10
3,10101,4,"Surya Emerald, Iscon Ambli Road Ahmedabad",1650,4
3,10101,4,"Surya Emerald, Iscon Ambli Road Ahmedabad",2970,4
3.5,10294,4,"Surya Emerald, Iscon Ambli Road Ahmedabad",2010,3
2.91,9798,4,"Surya Emerald, Iscon Ambli Road Ahmedabad",1850,2
3,10101,4,"Surya Emerald, Iscon Ambli Road Ahmedabad",1780,2
2.8,9428,4,"Surya Emerald, Iscon Ambli Road Ahmedabad",1675,3
2.85,9596,4,"Surya Emerald, Iscon Ambli Road Ahmedabad",1700,0
2.85,9596,4,"Surya Emerald, Iscon Ambli Road Ahmedabad",2970,4
72,5014,3,"Swati Chrysantha, Shela Ahmedabad",1436,4
1.2,8357,3,"Swati Chrysantha, Shela Ahmedabad",1436,1
3.75,10135,4,"Swati Crimson, Thaltej Ahmedabad",2500,1
2.7,9609,4,"Swati Crimson, Thaltej Ahmedabad",1686,3
2.7,9609,4,"Swati Crimson, Thaltej Ahmedabad",2200,4
4.5,12162,4,"Swati Crimson, Thaltej Ahmedabad",2220,5
4,10811,4,"Swati Crimson, Thaltej Ahmedabad",2225,5
4,10811,4,"Swati Crimson, Thaltej Ahmedabad",3700,1
3.55,12478,4,"Swati Crimson, Thaltej Ahmedabad",1707,10
2.7,9490,4,"Swati Crimson, Thaltej Ahmedabad",1707,3
2.9,10193,4,"Swati Crimson, Thaltej Ahmedabad",1650,7
3.7,10000,4,"Swati Crimson, Thaltej Ahmedabad",2220,4
2.75,9666,4,"Swati Crimson, Thaltej Ahmedabad",1565,3
3.55,12478,4,"Swati Crimson, Thaltej Ahmedabad",1650,6
4.5,12162,4,"Swati Crimson, Thaltej Ahmedabad",2220,5
1.73,5500,4,"Swati Parkside, Shela Ahmedabad",3151,9
1.73,5490,4,"Swati Parkside, Shela Ahmedabad",1790,9
2.5,7934,4,"Swati Parkside, Shela Ahmedabad",1850,6
1.75,6667,4,"Swati Parkside, Shela Ahmedabad",2625,5
2.21,7014,4,"Swati Parkside, Shela Ahmedabad",2000,5
1.8,6862,4,"Swati Parkside, Shela Ahmedabad",2623,0
1.67,5300,4,"Swati Parkside, Shela Ahmedabad",3151,10
1.42,5414,4,"Swati Parkside, Shela Ahmedabad",1442,5
98.1,4200,3,"Swati Premier, Shantipura Circle Ahmedabad",1285,9
1.02,4400,3,"Swati Premier, Shantipura Circle Ahmedabad",1284,0
1.39,4200,4,"Swati Premier, Shantipura Circle Ahmedabad",1824,10
1.05,4500,3,"Swati Premier, Shantipura Circle Ahmedabad",1284,8
1.45,4400,4,"Swati Premier, Shantipura Circle Ahmedabad",1824,0
1.49,4500,4,"Swati Premier, Shantipura Circle Ahmedabad",1825,8
1.45,4400,4,"Swati Premier, Shantipura Circle Ahmedabad",3318,11
1.02,4400,3,"Swati Premier, Shantipura Circle Ahmedabad",1285,9
1.8,5425,4,"Swati Premier, Shantipura Circle Ahmedabad",1900,9
7.6,9696,5,"Swati Senor, Ambli Bopal Road Ahmedabad",4310,8
7.62,9709,5,"Swati Senor, Ambli Bopal Road Ahmedabad",4350,7
7.2,9000,5,"Swati Senor, Ambli Bopal Road Ahmedabad",8000,15
7.44,9500,5,"Swati Senor, Ambli Bopal Road Ahmedabad",7838,10
8.24,10500,5,"Swati Senor, Ambli Bopal Road Ahmedabad",4340,16
7.87,10051,5,"Swati Senor, Ambli Bopal Road Ahmedabad",4546,10
7.84,10008,5,"Swati Senor, Ambli Bopal Road Ahmedabad",7838,8
7.75,9798,5,"Swati Senor, Ambli Bopal Road Ahmedabad",4350,10
7.06,9000,5,"Swati Senor, Ambli Bopal Road Ahmedabad",4708,8
7.61,9700,5,"Swati Senor, Ambli Bopal Road Ahmedabad",7848,12
7.69,9800,5,"Swati Senor, Ambli Bopal Road Ahmedabad",4467,12
7,8931,5,"Swati Senor, Ambli Bopal Road Ahmedabad",7838,10
7.67,9702,5,"Swati Senor, Ambli Bopal Road Ahmedabad",4351,12
8.24,10501,5,"Swati Senor, Ambli Bopal Road Ahmedabad",4709,10
7.69,9700,5,"Swati Senor, Ambli Bopal Road Ahmedabad",4365,8
7.6,9700,5,"Swati Senor, Ambli Bopal Road Ahmedabad",4310,9
7.2,9000,5,"Swati Senor, Ambli Bopal Road Ahmedabad",4400,15
7.61,9700,5,"Swati Senor, Ambli Bopal Road Ahmedabad",4500,14
2.55,7097,4,"Swati Symphony, Drive In Road Ahmedabad",2021,12
2.51,7188,4,"Swati Symphony, Drive In Road Ahmedabad",2095,8
2.51,7200,4,"Swati Symphony, Drive In Road Ahmedabad",1920,9
2.65,7375,4,"Swati Symphony, Drive In Road Ahmedabad",1976,9
2.69,7500,4,"Swati Symphony, Drive In Road Ahmedabad",2084,9
2.62,7292,4,"Swati Symphony, Drive In Road Ahmedabad",3593,5
2.69,7500,4,"Swati Symphony, Drive In Road Ahmedabad",3593,5
2.8,7820,4,"Swati Symphony, Drive In Road Ahmedabad",1976,8
2.68,7459,4,"Swati Symphony, Drive In Road Ahmedabad",2050,7
2.61,7500,4,"Swati Symphony, Drive In Road Ahmedabad",1920,7
2.71,7550,4,"Swati Symphony, Drive In Road Ahmedabad",1895,8
2.62,7503,4,"Swati Symphony, Drive In Road Ahmedabad",3492,10
2.61,7502,4,"Swati Symphony, Drive In Road Ahmedabad",1920,8
2.67,7650,4,"Swati Symphony, Drive In Road Ahmedabad",2100,5
2.62,7486,4,"Swati Symphony, Drive In Road Ahmedabad",1920,7
2.61,7500,4,"Swati Symphony, Drive In Road Ahmedabad",1921,0
2.69,7500,4,"Swati Symphony, Drive In Road Ahmedabad",2083,10
4.17,7000,5,"Swati Symphony, Drive In Road Ahmedabad",3277,14
2.61,7500,4,"Swati Symphony, Drive In Road Ahmedabad",3492,5
2.62,7503,4,"Swati Symphony, Drive In Road Ahmedabad",3492,9
2.61,7500,4,"Swati Symphony, Thaltej Ahmedabad",1920,0
2.69,7500,4,"Swati Symphony, Thaltej Ahmedabad",2155,10
2.61,7500,4,"Swati Symphony, Thaltej Ahmedabad",1920,8
4.65,7803,5,"Swati Symphony, Thaltej Ahmedabad",3280,13
4.54,7500,5,"Swati Symphony, Thaltej Ahmedabad",6060,5
4.54,7500,5,"Swati Symphony, Thaltej Ahmedabad",6060,13
3.96,8800,4,"TIMES 104, Bodakdev Ahmedabad",2475,4
3.6,8000,4,"TIMES 104, Bodakdev Ahmedabad",2350,23
4.05,9000,4,"TIMES 104, Bodakdev Ahmedabad",2700,22
3.96,8802,4,"TIMES 104, Bodakdev Ahmedabad",2350,14
3.96,8800,4,"TIMES 104, Bodakdev Ahmedabad",2475,10
3.83,8511,4,"TIMES 104, Bodakdev Ahmedabad",2700,20
3.96,8800,4,"TIMES 104, Bodakdev Ahmedabad",2350,8
4.27,9500,4,"TIMES 104, Bodakdev Ahmedabad",2475,10
4.05,9000,4,"TIMES 104, Bodakdev Ahmedabad",2475,9
3.96,8800,4,"TIMES 104, Bodakdev Ahmedabad",2350,10
3.91,8700,4,"TIMES 104, Bodakdev Ahmedabad",4500,23
3.96,8800,4,"TIMES 104, Bodakdev Ahmedabad",2475,15
3.82,8500,4,"TIMES 104, Bodakdev Ahmedabad",2475,8
3.96,8800,4,"TIMES 104, Bodakdev Ahmedabad",2350,22
3.82,8500,4,"TIMES 104, Bodakdev Ahmedabad",2350,21
3.96,8800,4,"TIMES 104, Bodakdev Ahmedabad",2350,0
4.05,9000,4,"TIMES 104, Bodakdev Ahmedabad",2350,9
3.96,8800,4,"TIMES 104, Bodakdev Ahmedabad",2350,24
3.96,8800,4,"TIMES 104, Bodakdev Ahmedabad",2475,4
3.96,8800,4,"TIMES 104, Bodakdev Ahmedabad",2350,25
4.86,10800,4,"TIMES 104, Bodakdev Ahmedabad",2350,21
4.61,10244,4,"TIMES 104, Bodakdev Ahmedabad",2350,12
4.8,10667,4,"TIMES 104, Bodakdev Ahmedabad",2350,8
1,8264,3,"Takshashila AIR, Ellisbridge Ahmedabad",1210,5
1.95,6500,4,"Takshashila AIR, Ellisbridge Ahmedabad",3000,0
1,8264,3,"Takshashila AIR, Ellisbridge Ahmedabad",1210,5
1.98,6500,4,"Takshashila AIR, Ellisbridge Ahmedabad",3050,0
1.45,6042,3,"Takshashila AIR, Ellisbridge Ahmedabad",1392,7
1.56,6500,3,"Takshashila AIR, Ellisbridge Ahmedabad",2400,0
45,4545,2,Thaltej Ahmedabad,693,0
48,4103,2,Thaltej Ahmedabad,1080,2
85,5312,3,Thaltej Ahmedabad,1600,5
72,5926,3,Thaltej Ahmedabad,1215,1
48,4103,2,Thaltej Ahmedabad,1080,2
90,5556,3,Thaltej Ahmedabad,1620,4
90,5294,3,Thaltej Ahmedabad,1700,9
70,5761,3,Thaltej Ahmedabad,1215,4
1.21,7333,3,Thaltej Ahmedabad,1050,0
1.6,9169,3,Thaltej Ahmedabad,1221,0
1.05,5952,3,Thaltej Ahmedabad,1764,0
1.6,7843,3,Thaltej Ahmedabad,2040,2
1,11111,3,Thaltej Ahmedabad,900,1
2,8333,4,Thaltej Ahmedabad,2400,4
1.25,7576,3,Thaltej Ahmedabad,1155,0
3,11494,3,Thaltej Ahmedabad,1566,5
2.61,7500,4,Thaltej Ahmedabad,1764,7
2.67,6000,4,Thaltej Ahmedabad,4450,10
2.75,11022,3,Thaltej Ahmedabad,1500,10
2.75,9821,3,Thaltej Ahmedabad,2800,0
2.6,10860,3,Thaltej Ahmedabad,2394,6
3.1,9212,4,Thaltej Ahmedabad,2820,7
4,8511,4,Thaltej Ahmedabad,4700,6
2.85,7751,4,Thaltej Ahmedabad,2140,5
2.75,9821,3,Thaltej Ahmedabad,2800,0
3.5,8046,4,Thaltej Ahmedabad,4350,0
2.97,7795,4,Thaltej Ahmedabad,2095,10
4.35,7233,4,Thaltej Ahmedabad,3308,6
3.49,7000,4,Thaltej Ahmedabad,2747,10
3.18,7852,5,Thaltej Ahmedabad,2350,4
2.93,7500,4,Thaltej Ahmedabad,2152,5
3,8333,4,Thaltej Ahmedabad,2052,2
4.5,8333,4,Thaltej Ahmedabad,5400,25
3.75,10365,4,Thaltej Ahmedabad,3618,11
3.18,7852,5,Thaltej Ahmedabad,2228,5
2.94,7200,4,Thaltej Ahmedabad,2250,6
2.6,6500,4,Thaltej Ahmedabad,4000,10
2.6,10833,3,Thaltej Ahmedabad,1320,4
2.81,7202,4,Thaltej Ahmedabad,2148,2
3.34,7700,4,Thaltej Ahmedabad,3045,5
2.6,10860,3,Thaltej Ahmedabad,1388,5
2.62,7553,4,Thaltej Ahmedabad,1911,4
4.3,7150,4,Thaltej Ahmedabad,3187,6
3.44,9500,4,Thaltej Ahmedabad,1995,6
3.39,7188,4,Thaltej Ahmedabad,4716,9
2.6,10860,3,Thaltej Ahmedabad,1364,1
4.75,8800,4,Thaltej Ahmedabad,5400,33
4.69,7500,4,Thaltej Ahmedabad,3632,6
4.62,7500,4,Thaltej Ahmedabad,3574,8
6,10000,4,Thaltej Ahmedabad,3300,0
4.62,7499,4,Thaltej Ahmedabad,3388,4
4.69,7490,4,Thaltej Ahmedabad,3444,4
4.5,8333,4,Thaltej Ahmedabad,5400,25
4.75,8800,4,Thaltej Ahmedabad,5400,0
5.47,10393,4,Thaltej Ahmedabad,5265,13
3.21,7200,4,"The 31ST, Shilaj Ahmedabad",2455,0
3.58,7600,4,"The 31ST, Shilaj Ahmedabad",2594,16
3.12,6989,4,"The 31ST, Shilaj Ahmedabad",2500,5
3.21,7200,4,"The 31ST, Shilaj Ahmedabad",2455,9
3.48,7400,4,"The 31ST, Shilaj Ahmedabad",2590,0
3.3,7400,4,"The 31ST, Shilaj Ahmedabad",2455,5
3.12,7000,4,"The 31ST, Shilaj Ahmedabad",2455,17
3.52,7503,4,"The 31ST, Shilaj Ahmedabad",2627,22
3.12,6989,4,"The 31ST, Shilaj Ahmedabad",2455,0
3.12,7000,4,"The 31ST, Shilaj Ahmedabad",2589,10
3.57,8000,4,"The 31ST, Shilaj Ahmedabad",2456,26
3.12,7002,4,"The 31ST, Shilaj Ahmedabad",2466,10
3.57,8000,4,"The 31ST, Shilaj Ahmedabad",2590,24
3.16,7100,4,"The 31ST, Shilaj Ahmedabad",2678,18
3.21,7200,4,"The 31ST, Shilaj Ahmedabad",2455,10
3.12,6989,4,"The 31ST, Shilaj Ahmedabad",2455,5
3.48,7379,4,"The 31ST, Shilaj Ahmedabad",4716,11
3.12,7000,4,"The 31ST, Shilaj Ahmedabad",4464,32
5,8200,4,"The Bellagio, Iscon Ambli Road Ahmedabad",3477,8
6.51,10637,4,"The Bellagio, Iscon Ambli Road Ahmedabad",3366,18
6.5,10656,4,"The Bellagio, Iscon Ambli Road Ahmedabad",3355,6
6.29,10325,4,"The Bellagio, Iscon Ambli Road Ahmedabad",3355,7
5.61,9200,4,"The Bellagio, Iscon Ambli Road Ahmedabad",3355,7
5.12,8400,4,"The Bellagio, Iscon Ambli Road Ahmedabad",3233,5
5.61,9200,4,"The Bellagio, Iscon Ambli Road Ahmedabad",3400,8
5.63,9200,4,"The Bellagio, Iscon Ambli Road Ahmedabad",3366,5
5.49,9000,4,"The Bellagio, Iscon Ambli Road Ahmedabad",3355,9
5.69,9300,4,"The Bellagio, Iscon Ambli Road Ahmedabad",3370,23
5.63,9199,4,"The Bellagio, Iscon Ambli Road Ahmedabad",3366,7
5.61,9200,4,"The Bellagio, Iscon Ambli Road Ahmedabad",3355,1
5.61,9197,4,"The Bellagio, Iscon Ambli Road Ahmedabad",3355,3
5.45,8934,4,"The Bellagio, Iscon Ambli Road Ahmedabad",6100,14
5.61,9200,4,"The Bellagio, Iscon Ambli Road Ahmedabad",3355,7
5.5,9000,4,"The Bellagio, Iscon Ambli Road Ahmedabad",3366,18
4.9,9000,4,"The Bungalows, Satellite Ahmedabad",2997,6
5.45,10000,4,"The Bungalows, Satellite Ahmedabad",3161,10
6.37,11700,4,"The Bungalows, Satellite Ahmedabad",5450,12
7.61,11490,4,"The Bungalows, Satellite Ahmedabad",6623,11
6.62,10000,5,"The Bungalows, Satellite Ahmedabad",3841,5
7.28,10992,5,"The Bungalows, Satellite Ahmedabad",3800,8
6.62,10000,5,"The Bungalows, Satellite Ahmedabad",3841,1
5.74,10000,4,"The Bungalows, Satellite Ahmedabad",3330,4
10,12330,6,"The Bungalows, Satellite Ahmedabad",4866,7
5.51,8359,4,"The Emberlynn, Ambli Bopal Road Ahmedabad",3625,5
5.94,10100,4,"The Emberlynn, Ambli Bopal Road Ahmedabad",3240,22
5.97,10136,4,"The Emberlynn, Ambli Bopal Road Ahmedabad",3240,4
6.51,10400,4,"The Emberlynn, Ambli Bopal Road Ahmedabad",3130,7
5.89,10000,4,"The Emberlynn, Ambli Bopal Road Ahmedabad",3239,15
6.15,10450,4,"The Emberlynn, Ambli Bopal Road Ahmedabad",2945,3
5,8500,4,"The Emberlynn, Ambli Bopal Road Ahmedabad",3534,15
5.41,8207,4,"The Emberlynn, Ambli Bopal Road Ahmedabad",3955,17
6.92,10500,4,"The Emberlynn, Ambli Bopal Road Ahmedabad",3296,8
6.59,10000,4,"The Emberlynn, Ambli Bopal Road Ahmedabad",3500,9
5.3,9000,4,"The Emberlynn, Ambli Bopal Road Ahmedabad",3200,7
5.93,9000,4,"The Emberlynn, Ambli Bopal Road Ahmedabad",2635,7
5.59,9500,4,"The Emberlynn, Ambli Bopal Road Ahmedabad",3239,10
5.67,9500,4,"The Emberlynn, Ambli Bopal Road Ahmedabad",3283,10
5.94,9500,4,"The Emberlynn, Ambli Bopal Road Ahmedabad",3443,10
6.26,9500,4,"The Emberlynn, Ambli Bopal Road Ahmedabad",2966,10
5.3,9000,4,"The Emberlynn, Ambli Bopal Road Ahmedabad",3239,7
2.97,6444,4,"The Gold by Samor, Hebatpur Ahmedabad",2543,0
2.9,6564,4,"The Gold by Samor, Hebatpur Ahmedabad",2651,14
2.87,6500,4,"The Gold by Samor, Hebatpur Ahmedabad",2420,12
2.87,6500,4,"The Gold by Samor, Hebatpur Ahmedabad",2430,3
2.84,6444,4,"The Gold by Samor, Hebatpur Ahmedabad",2430,0
2.87,6500,4,"The Gold by Samor, Hebatpur Ahmedabad",2270,10
3.17,6444,4,"The Gold by Samor, Hebatpur Ahmedabad",2710,0
2.91,6300,4,"The Gold by Samor, Hebatpur Ahmedabad",4623,5
3.12,7080,4,"The Gold by Samor, Hebatpur Ahmedabad",2429,19
2.79,6300,4,"The Gold by Samor, Hebatpur Ahmedabad",2442,9
3.27,7080,4,"The Gold by Samor, Hebatpur Ahmedabad",2542,19
3.31,6500,4,"The Gold by Samor, Hebatpur Ahmedabad",5100,13
3.2,6494,5,"The Gold by Samor, Hebatpur Ahmedabad",2710,2
2.8,6338,4,"The Gold by Samor, Hebatpur Ahmedabad",2430,3
2.99,6501,4,"The Gold by Samor, Hebatpur Ahmedabad",2619,18
4.72,6444,5,"The Gold by Samor, Hebatpur Ahmedabad",4032,0
4.62,6301,5,"The Gold by Samor, Hebatpur Ahmedabad",4033,19
3.17,7991,4,"The Indus, Sindhu Bhavan Marg Ahmedabad",2820,5
3.85,9625,4,"The Indus, Sindhu Bhavan Marg Ahmedabad",2280,4
3.98,9950,4,"The Indus, Sindhu Bhavan Marg Ahmedabad",4000,2
3.4,8500,4,"The Indus, Sindhu Bhavan Marg Ahmedabad",2400,0
3.87,9755,4,"The Indus, Sindhu Bhavan Marg Ahmedabad",3967,5
3.57,9000,4,"The Indus, Sindhu Bhavan Marg Ahmedabad",3967,7
3.25,8193,4,"The Indus, Sindhu Bhavan Marg Ahmedabad",2300,4
3.17,8000,4,"The Indus, Sindhu Bhavan Marg Ahmedabad",2261,7
2.97,7487,4,"The Indus, Sindhu Bhavan Marg Ahmedabad",2380,7
4.3,10750,4,"The Indus, Sindhu Bhavan Marg Ahmedabad",3200,5
3.37,8504,4,"The Indus, Sindhu Bhavan Marg Ahmedabad",2261,3
3.2,8000,4,"The Indus, Sindhu Bhavan Marg Ahmedabad",4000,5
3.55,7988,4,"The Indus, Sindhu Bhavan Marg Ahmedabad",2444,2
5.75,9495,4,"The Kimana Tower, Ambli Ahmedabad",6065,12
7.6,9500,5,"The Kimana Tower, Ambli Ahmedabad",8002,12
5.78,9500,4,"The Kimana Tower, Ambli Ahmedabad",6090,15
5.15,8500,4,"The Kimana Tower, Ambli Ahmedabad",3335,9
7.6,9500,5,"The Kimana Tower, Ambli Ahmedabad",4641,20
5.94,9800,4,"The Kimana Tower, Ambli Ahmedabad",3336,15
6.85,8550,5,"The Kimana Tower, Ambli Ahmedabad",4408,11
5.76,9500,4,"The Kimana Tower, Ambli Ahmedabad",3450,6
4.85,8005,4,"The Kimana Tower, Ambli Ahmedabad",3335,12
8.41,10500,5,"The Kimana Tower, Ambli Ahmedabad",4408,8
7.6,9500,5,"The Kimana Tower, Ambli Ahmedabad",4560,2
5.2,8574,4,"The Kimana Tower, Ambli Ahmedabad",3518,1
5.76,9500,4,"The Kimana Tower, Ambli Ahmedabad",6065,17
7.61,9507,5,"The Kimana Tower, Ambli Ahmedabad",8015,16
5.76,9500,4,"The Kimana Tower, Ambli Ahmedabad",3335,12
7.84,9800,5,"The Kimana Tower, Ambli Ahmedabad",4400,16
5.76,9500,4,"The Kimana Tower, Ambli Ahmedabad",3335,10
5.78,9500,4,"The Kimana Tower, Ambli Ahmedabad",6090,17
5.17,8500,4,"The Kimana Tower, Ambli Ahmedabad",6090,16
5.76,9500,4,"The Kimana Tower, Ambli Ahmedabad",3500,9
5.76,9500,4,"The Kimana Tower, Ambli Ahmedabad",3335,7
7.6,9500,5,"The Kimana Tower, Ambli Ahmedabad",4641,10
7.6,9500,5,"The Kimana Tower, Ambli Ahmedabad",8002,18
6.39,10500,4,"The Kimana Tower, Ambli Ahmedabad",3349,7
6.8,8500,5,"The Kimana Tower, Ambli Ahmedabad",8000,16
5.45,8986,5,"The Kimana Tower, Ambli Ahmedabad",6065,19
7.6,9500,5,"The Kimana Tower, Ambli Ahmedabad",4400,18
5.76,9500,4,"The Kimana Tower, Ambli Ahmedabad",3353,18
7.6,9500,5,"The Kimana Tower, Ambli Ahmedabad",4641,21
6.6,11009,5,"The North, Iscon Ambli Road Ahmedabad",5995,4
7.37,11000,5,"The North, Iscon Ambli Road Ahmedabad",3500,5
6.6,11000,4,"The North, Iscon Ambli Road Ahmedabad",3400,2
6,10000,4,"The North, Iscon Ambli Road Ahmedabad",3600,19
7.35,10970,5,"The North, Iscon Ambli Road Ahmedabad",6700,14
6.6,11000,4,"The North, Iscon Ambli Road Ahmedabad",6000,13
7.7,11545,5,"The North, Iscon Ambli Road Ahmedabad",6670,11
7.37,11000,5,"The North, Iscon Ambli Road Ahmedabad",6700,11
6.7,10000,5,"The North, Iscon Ambli Road Ahmedabad",4020,7
8.04,12000,5,"The North, Iscon Ambli Road Ahmedabad",3886,5
5.8,10545,4,"The North, Iscon Ambli Road Ahmedabad",3300,5
8.25,12500,5,"The North, Iscon Ambli Road Ahmedabad",6600,12
6.9,11500,5,"The North, Iscon Ambli Road Ahmedabad",3500,10
6.3,10500,4,"The North, Iscon Ambli Road Ahmedabad",3600,8
6.6,11000,4,"The North, Iscon Ambli Road Ahmedabad",3300,2
6.6,11000,4,"The North, Iscon Ambli Road Ahmedabad",3420,16
8.03,10295,5,"The North, Iscon Ambli Road Ahmedabad",7800,15
7.03,10500,5,"The North, Iscon Ambli Road Ahmedabad",3685,5
6,10300,4,"The North, Iscon Ambli Road Ahmedabad",5825,15
7.37,11000,5,"The North, Iscon Ambli Road Ahmedabad",6700,3
7.7,11500,5,"The North, Iscon Ambli Road Ahmedabad",6700,0
8.04,12000,5,"The North, Iscon Ambli Road Ahmedabad",3700,3
8.04,12000,5,"The North, Iscon Ambli Road Ahmedabad",3700,11
8.25,12500,4,"The North, Iscon Ambli Road Ahmedabad",3600,6
6.6,11000,4,"The North, Iscon Ambli Road Ahmedabad",3300,2
4.3,7150,4,"The Sovereign, Thaltej Ahmedabad",3307,10
4.3,7150,4,"The Sovereign, Thaltej Ahmedabad",3310,19
4.3,7150,4,"The Sovereign, Thaltej Ahmedabad",3307,23
4.3,7150,4,"The Sovereign, Thaltej Ahmedabad",6014,27
4.3,7150,4,"The Sovereign, Thaltej Ahmedabad",3308,11
6,9146,4,"The Storeys, Sarkhej Gandhinagar Highway Ahmedabad",3805,0
7,9241,5,"The Storeys, Sarkhej Gandhinagar Highway Ahmedabad",4393,0
5.49,7248,4,"The Storeys, Sarkhej Gandhinagar Highway Ahmedabad",7575,7
4.92,7500,4,"The Storeys, Sarkhej Gandhinagar Highway Ahmedabad",6560,14
5.68,7500,5,"The Storeys, Sarkhej Gandhinagar Highway Ahmedabad",7575,11
4.92,7500,4,"The Storeys, Sarkhej Gandhinagar Highway Ahmedabad",3805,9
4.92,7500,4,"The Storeys, Sarkhej Gandhinagar Highway Ahmedabad",6560,13
5.68,7500,5,"The Storeys, Sarkhej Gandhinagar Highway Ahmedabad",7575,15
3.6,7500,4,"The Verity, Satellite Ahmedabad",2700,11
3.77,7700,4,"The Verity, Satellite Ahmedabad",3200,5
3.67,7500,4,"The Verity, Satellite Ahmedabad",4900,10
2.94,7600,4,"The Verity, Satellite Ahmedabad",2150,7
3.67,7500,4,"The Verity, Satellite Ahmedabad",2842,9
2.93,7513,4,"The Verity, Satellite Ahmedabad",3900,9
2.99,8100,4,"The Verity, Satellite Ahmedabad",2035,5
3.18,6502,4,"The Verity, Satellite Ahmedabad",2695,14
3.67,7482,4,"The Verity, Satellite Ahmedabad",2690,14
2.89,7500,4,"The Verity, Satellite Ahmedabad",3860,5
2.84,7500,4,"The Verity, Satellite Ahmedabad",2081,11
2.85,7500,4,"The Verity, Satellite Ahmedabad",2090,9
2.92,7502,4,"The Verity, Satellite Ahmedabad",2145,12
2.85,7500,4,"The Verity, Satellite Ahmedabad",2090,9
3.67,7500,4,"The Verity, Satellite Ahmedabad",4900,0
3.67,7490,4,"The Verity, Satellite Ahmedabad",2695,11
2.82,7500,4,"The Verity, Satellite Ahmedabad",2073,15
2.85,7500,4,"The Verity, Satellite Ahmedabad",2090,12
3.68,7512,4,"The Verity, Satellite Ahmedabad",4900,12
2.82,7500,4,"The Verity, Satellite Ahmedabad",3770,11
5.72,8800,5,"Times 40, Bodakdev Ahmedabad",3500,4
5.65,8700,5,"Times 40, Bodakdev Ahmedabad",3500,5
5.72,8802,5,"Times 40, Bodakdev Ahmedabad",3500,8
5.48,8500,5,"Times 40, Bodakdev Ahmedabad",6450,16
5.16,8000,4,"Times 40, Bodakdev Ahmedabad",3547,17
5.52,8500,5,"Times 40, Bodakdev Ahmedabad",3500,17
5.52,8500,5,"Times 40, Bodakdev Ahmedabad",3500,15
5.16,8000,5,"Times 40, Bodakdev Ahmedabad",3547,8
5.52,8500,5,"Times 40, Bodakdev Ahmedabad",3575,5
5.72,8800,5,"Times 40, Bodakdev Ahmedabad",3500,15
5.52,8500,5,"Times 40, Bodakdev Ahmedabad",3500,16
5.48,8500,5,"Times 40, Bodakdev Ahmedabad",3575,15
5.16,8000,5,"Times 40, Bodakdev Ahmedabad",6450,9
5.54,8600,5,"Times 40, Bodakdev Ahmedabad",3548,16
5.52,8500,5,"Times 40, Bodakdev Ahmedabad",3500,8
5.55,8619,5,"Times 40, Bodakdev Ahmedabad",3597,5
5.54,8600,5,"Times 40, Bodakdev Ahmedabad",6450,15
5.72,8800,5,"Times 40, Rajpath Rangoli Road Ahmedabad",3500,10
6,9302,5,"Times 40, Rajpath Rangoli Road Ahmedabad",3548,10
5.2,8000,5,"Times 40, Rajpath Rangoli Road Ahmedabad",3575,2
5.54,8600,5,"Times 40, Rajpath Rangoli Road Ahmedabad",3366,8
6.8,10543,5,"Times 40, Rajpath Rangoli Road Ahmedabad",3500,5
5.81,9000,5,"Times 40, Rajpath Rangoli Road Ahmedabad",3552,1
6.14,9450,5,"Times 40, Rajpath Rangoli Road Ahmedabad",3500,5
46,3966,2,Tragad Ahmedabad,1160,3
53,3926,2,Tragad Ahmedabad,850,1
73,4424,3,Tragad Ahmedabad,1155,0
98,5297,3,Tragad Ahmedabad,1203,5
55,4074,2,Tragad Ahmedabad,1350,2
46,3966,2,Tragad Ahmedabad,1160,3
95,6209,3,Tragad Ahmedabad,1530,7
53,3926,2,Tragad Ahmedabad,850,1
60,5333,2,Tragad Ahmedabad,1125,8
58,6318,2,Tragad Ahmedabad,918,2
95,6209,3,Tragad Ahmedabad,1530,7
1.39,4451,4,"Tremont, Vaishnodevi Circle Ahmedabad",3123,5
1.08,4563,3,"Tremont, Vaishnodevi Circle Ahmedabad",1296,5
1,4427,3,"Tremont, Vaishnodevi Circle Ahmedabad",2259,0
1.4,4535,4,"Tremont, Vaishnodevi Circle Ahmedabad",1791,5
1.03,4560,3,"Tremont, Vaishnodevi Circle Ahmedabad",1260,5
1.26,4500,4,"Turquoise Grandeur, Godhavi Ahmedabad",1700,7
1.8,4615,4,"Turquoise Grandeur, Godhavi Ahmedabad",2145,7
1.4,4516,4,"Turquoise Grandeur, Godhavi Ahmedabad",1708,12
1.27,4550,4,"Turquoise Grandeur, Godhavi Ahmedabad",2800,7
1.77,4550,4,"Turquoise Grandeur, Godhavi Ahmedabad",3900,9
78,4588,3,"Turquoise Greenz, Shela Ahmedabad",968,0
66.5,3800,3,"Turquoise Greenz, Shela Ahmedabad",960,7
68,4000,3,"Turquoise Greenz, Shela Ahmedabad",1700,1
74.5,4257,3,"Turquoise Greenz, Shela Ahmedabad",968,7
75,4286,3,"Turquoise Greenz, Shela Ahmedabad",1750,0
